Path,Transcript,Intended Words,Produced Words,IPA,Error Category,Error Labels,IPA_Transcript,Child,Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798569_word_segment_7.wav,the,the,,,Correct,[],ðɪ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798569_word_segment_8.wav,tales,tales,,,Correct,[],teɪliz,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798570_word_segment_1.wav,After,After,,,Correct,[],æftʌɹ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798570_word_segment_2.wav,the,the,,,Correct,[],ðɪ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798570_word_segment_3.wav,service,service,,,Correct,[],sʌɹvɪs,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798570_word_segment_4.wav,the,the,,,Correct,[],ðɪ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798570_word_segment_5.wav,kids,kids,,,Correct,[],kɪdz,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798570_word_segment_6.wav,chatted,chatted,,,Correct,[],tʃætɪd,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798570_word_segment_7.wav,and,and,,,Correct,[],ʌnd,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798570_word_segment_8.wav,pledge,pledged,pledge,plɛdʒ,Mixed Error+Phonological+Grammatical+Disfluency Error,"['Consonant Omission', 'Omission', 'Repair']",plɛdʒ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798570_word_segment_9.wav,pledged,pledged,,,Correct,[],plɛdʒd,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798570_word_segment_10.wav,to,to,,,Correct,[],toʊ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798570_word_segment_11.wav,lend,lend,,,Correct,[],lɛnd,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798570_word_segment_12.wav,an,a,an,æn,Mixed Error+Grammatical+Disfluency Error+Phonological,"['Substitution', 'Repair', 'Consonant Insertion']",æn,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798570_word_segment_13.wav,a,a,,,Correct,[],ʌ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798570_word_segment_14.wav,helping,helping,,,Correct,[],hɛlpɪŋ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798570_word_segment_15.wav,hand,hand,,,Correct,[],hænd,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798571_word_segment_1.wav,təɡɛðə,Together,,təɡɛðə,Phonological Error,['Vowel Substitution'],təɡɛðə,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798571_word_segment_2.wav,they,they,,,Correct,[],ðeɪ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798571_word_segment_3.wav,made,made,,,Correct,[],meɪd,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798571_word_segment_4.wav,a,a,,,Correct,[],ʌ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798571_word_segment_5.wav,big,big,,,Correct,[],bɪg,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798571_word_segment_6.wav,batch,batch,,,Correct,[],bætʃ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798571_word_segment_7.wav,əf,of,,əf,Phonological Error,['Consonant Substitution'],əf,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798571_word_segment_8.wav,fudge,fudge,,,Run-on,[],fʌdʒ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798571_word_segment_9.wav,to,to,,,Correct,[],toʊ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798571_word_segment_10.wav,share,share,,,Correct,[],ʃɛər,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798571_word_segment_11.wav,wituh,with the,wituh,wɪtə,Contraction/Shortening,[],wɪtə,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798571_word_segment_12.wav,elders,elders,,,Correct,[],ɛldərz,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798572_word_segment_1.wav,Mitch,Mitch,,,Correct,[],mɪtʃ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798572_word_segment_2.wav,fɛl|t,felt,,fɛl|t,Disfluency Error,['Broken Word'],fɛl|t,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798572_word_segment_3.wav,the,the,,,Correct,[],ðɪ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798572_word_segment_4.wav,warmth,warmth,,,Correct,[],wɔɹmθ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798572_word_segment_5.wav,of,of,,,Correct,[],ʌ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798572_word_segment_6.wav,their,their,,,Correct,[],ðər,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798572_word_segment_7.wav,smiles,smiles,,,Correct,[],smaɪlz,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798572_word_segment_8.wav,knowing,knowing,,,Correct,[],noʊɪŋ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798572_word_segment_9.wav,he,he,,,Correct,[],hʌ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798572_word_segment_10.wav,made,made,,,Correct,[],meɪd,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798572_word_segment_11.wav,a,a,,,Correct,[],ʌ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798572_word_segment_12.wav,difference,difference,,,Correct,[],dɪfʌɹʌns,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798573_word_segment_1.wav,dæt,That,,dæt,Phonological Error,['Consonant Substitution'],dæt,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798573_word_segment_2.wav,day,day,,,Correct,[],deɪ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798573_word_segment_3.wav,he,he,,,Correct,[],hʌ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798573_word_segment_4.wav,learned,learned,,,Correct,[],lərnd,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798573_word_segment_5.wav,feɪt,faith,,feɪt,Phonological Error,['Consonant Substitution'],feɪt,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798573_word_segment_6.wav,and,and,,,Correct,[],ʌnd,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798573_word_segment_7.wav,kindness,kindness,,,Correct,[],kaɪndnʌs,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798573_word_segment_8.wav,go,go,,,Correct,[],goʊ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798573_word_segment_9.wav,hand,hand,,,Correct,[],hænd,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798573_word_segment_10.wav,in,in,,,Correct,[],ʌn,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_Yk8oZKJauqjoxKGql8it_1742507735_195798573_word_segment_11.wav,hand,hand,,,Correct,[],hænd,ECPqsmdUcMhqkJwXAfhhs3XTgoa2,1st Grade
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798574_word_segment_1.wav,k:ɪm,Kim,,k:ɪm,Disfluency Error,['Prolongation'],k:ɪm,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798574_word_segment_2.wav,had,had,,,Correct,[],hˈæd,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798574_word_segment_3.wav,a,a,,,Correct,[],ʌ,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798574_word_segment_4.wav,red,red,,,Correct,[],ɹɛd,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798574_word_segment_5.wav,ball,ball,,,Correct,[],bɑl,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798575_word_segment_1.wav,Kit,Kit,,,Correct,[],kɪt,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798575_word_segment_2.wav,had,had,,,Correct,[],hˈæd,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798575_word_segment_3.wav,a,a,,,Correct,[],ʌ,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798575_word_segment_4.wav,blue,blue,,,Correct,[],blu,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798575_word_segment_5.wav,ball,ball,,,Correct,[],bɑl,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798576_word_segment_1.wav,Kat,Kat,,,Correct,[],kˈæt,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798576_word_segment_2.wav,came,came,,,Correct,[],keɪm,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798576_word_segment_3.wav,with,with,,,Correct,[],wɪð,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798576_word_segment_4.wav,a,a,,,Correct,[],ʌ,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798576_word_segment_5.wav,big,big,,,Correct,[],bɪg,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798576_word_segment_6.wav,box,box,,,Correct,[],bɑks,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798576_word_segment_7.wav,of,of,,,Correct,[],ʌ,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798576_word_segment_8.wav,balls,balls,,,Correct,[],bɔlz,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798577_word_segment_1.wav,They,They,,,Correct,[],ðeɪ,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798577_word_segment_2.wav,,,,,Unintelligible,[],,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798577_word_segment_3.wav,kɪkdɪd,kicked,,kɪkdɪd,Phonological Error,"['Consonant Substitution', 'Consonant Insertion', 'Vowel Insertion']",kɪkdɪd,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798577_word_segment_4.wav,the,the,,,Correct,[],ðɪ,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798577_word_segment_5.wav,balls,balls,,,Correct,[],bɔlz,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798577_word_segment_6.wav,h|i|g,high,h|i|g,h|ɪ|gə,Mixed Error+Phonological+Disfluency Error,"['Vowel Insertion', 'Broken Word', 'Consonant Insertion', 'Repair', 'Vowel Substitution']",h|ɪ|gə,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798577_word_segment_7.wav,hing,high,hing,hɪŋg,Mixed Error+Phonological+Disfluency Error,"['Vowel Substitution', 'Consonant Insertion', 'Repair']",hɪŋg,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798577_word_segment_8.wav,high,high,,,Correct,[],haɪ,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798578_word_segment_1.wav,c|a:|t,Catch,c|a:|t,k|æ:|t,Mixed Error+Disfluency Error+Orthographic Sub.+Phonological,"['Repair', 'Phonological', 'Consonant Substitution', 'Broken Word', 'Prolongation']",k|æ:|t,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798578_word_segment_2.wav,k|æ|tʃ,Catch,,k|æ|tʃ,Disfluency Error,"['Repair', 'Broken Word']",k|æ|tʃ,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798578_word_segment_3.wav,Catch,Catch,,,Correct,[],kɛtʃ,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798578_word_segment_4.wav,the,the,,,Correct,[],ðɪ,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798578_word_segment_5.wav,ball,ball,,,Correct,[],bɑl,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798578_word_segment_6.wav,said,said,,,Correct,[],saɪd,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798578_word_segment_7.wav,Kim,Kim,,,Mixed Error+Whispering+Disfluency Error,['Repair'],kɪm,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798578_word_segment_8.wav,Kim,Kim,,,Correct,[],kɪm,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798579_word_segment_1.wav,Kat,Kat,,,Correct,[],kˈæt,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798579_word_segment_2.wav,k|a:,caught,k|a:,k|æ:,Mixed Error+Disfluency Error+Phonological,"['Repair', 'Consonant Omission', 'Vowel Substitution', 'Broken Word', 'Prolongation']",k|æ:,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798579_word_segment_3.wav,k|a|i:|uh,caught,k|a|i:|uh,k|æ|i:|ə,Mixed Error+Disfluency Error+Phonological,"['Repair', 'Vowel Substitution', 'Vowel Insertion', 'Broken Word', 'Prolongation']",k|æ|i:|ə,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798579_word_segment_4.wav,k|a|uh|g|h|t,caught,k|a|uh|g|h|t,k|æ|ə|g|h|t,Mixed Error+Disfluency Error+Phonological,"['Broken Word', 'Repair', 'Vowel Substitution', 'Vowel Insertion', 'Consonant Insertion']",k|æ|ə|g|h|t,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798579_word_segment_5.wav,cut,caught,cut,kʌt,Mixed Error+Orthographic Sub.+Phonological,"['Phonological', 'Vowel Substitution']",kʌt,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
processed_audio/annotated_word_segments/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_ZtswbSGXVeetSumC3jZp_1743456209_195798579_word_segment_6.wav,the,the,,,Correct,[],ðɪ,tHP0GvI5hccNGBzYfgE2pkEHXiW2,Kindergarten
