original_audio_name	ordered_sentences	issues
uid_HGLxgWVfJZWhAsqMf761d40h3eQ2_sid_F4tWmApCfflaPRfdT4xX_1741271551.wav	"['A tiny fox lives in a lush forest.', 'It jumps over moss and plays with pebbles.', 'The fox loves to chase its tail and rest in the soft grass.', ""By evening, it pauses to enjoy the sunset's hues."", ""At night's onset, the fox snuggles in its cozy den, feeling blessed in its forest home.""]"	"{""text"":[""M: Sentence 2 is the parent telling the child \""Go\"" to begin reading."",""M: In sentence 3, the child pauses after trying to fully pronounce the word \""pebbles.\"" The parent tells them to try it again, and they repeat the word \""pebbles\"" after the pause and encouragement."",""M: Sentence 6 is non-child speech: The parent tells the child \""Mhmm, keep going.\"""",""M: There is parent intervention during the middle of Sentence 7."",""M: For many sentences in this audio, there are long gaps of silence between words. Further, many words are sounded out and followed or preceded with parental aid.""]}"
uid_HGLxgWVfJZWhAsqMf761d40h3eQ2_sid_dfOpuFPgL5wgpnuFyHxW_1741228586.wav	"['Jade has a small bridge next to her lodge.', ""At the edge of the lodge, there's a hedge."", 'She loves to judge the squirrels as they dance on the ridge.', 'One day, she found a badge by the bridge.', 'Jade pledged to keep it safe, as it belonged to a kind man who visits the lodge for picnics.', 'Now, they share stories by the bridge, laughing and cherishing the moment.']"	"Adult responding to child: ""Sound it out"" and ""Do your best guess, I can't help"" (Sentence 8+10+11)"
uid_HGLxgWVfJZWhAsqMf761d40h3eQ2_sid_tSrnapQ6hgyliWaApJ36_1743467290.wav	['Ollie the owl can glide in the night.', 'He spies a bright site by the pine.', 'Ollie dives and lands on the white line.', 'A little mouse hides behind a vine.', 'Ollie flies back to his tree, feeling fine, as the stars start to shine, marking time.']	"{""text"":[""Lots of parental aid while child sounds out every single word in the sentence:  \""He spies a bright site by the pine\""... He later repeats the same sentence with help from mom after mom says the sentence to him and helps him with the last word."",""Parental_aid in every single sentence"",""Child will be sounding out word and mom will step in to help him, often giving him the word""]}"
uid_I5PkY0CN4APYEiJFCl7sORsrQxu2_sid_u73KbIfuyhgqDxJR2ONu_1743017516.wav	"['A big red dragon hid in a dim cave.', 'It had a tan flag and a mug.', 'The dragon did a jig and had fun.', 'A fat cat came, too.', 'The cat sat and hid.', 'The dragon saw the cat and said, ""Hop on!""', 'The cat and the dragon ran to the sun.', 'Soon, they got hot.', 'They sat, glad and calm, by the sun.', 'It was the best end.']"	"{""text"":[""\""a fat cat\"" repeated phrase."",""Pauses noted between words in sentences."",""Z: please recheck and redo segmentations for Sentence 2 to 5 if there is overlap issue or mis-segmentation (including the first word of the following sentence to the previous one)"",""Z: Sentence 4 is not a repeated sentence (of sentence 3).""]}"
uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav	"['Finn the racer had a sturdy red car that purred with power.', 'Early each morning, Finn would hurry to the track.', 'His favorite turn on the racecourse was called the Curvy Curve.', 'The big race day had come, and Finn was ready to join.', 'As he started his car, it made a soft whirr.', 'The engines of many cars trembled with excitement.', 'Finn felt a flutter of thrill inside him.', 'With the starting flag up, Finn surged forward.', 'The sound of the rushing air made a humming melody.', 'As Finn approached the Curvy Curve, he remembered to steer with care.', 'His car turned smoothly like a bird in flight, making him smile with joy.', ""Suddenly, a sharp bump shook Finn's car."", 'He felt uncertainty and his heart thudded fast, but he stayed firm.', 'He gripped the wheel, drove forward and swiftly passed other cars.', 'The crowd cheered as Finn crossed the finish line, his spirits high and triumphant.', 'Finn had won the race!', 'With a grateful smile, he waved to the people.', 'The racing journey had taught him courage, bringing him joy and a feeling of pride.']"	"{""text"":[""There might be an inaudible conversation with mom in the last segment\/sentence as you can hear something resembling whispering between words."",""Mom coughs in 4th segment between child's utterances but does not seem to affect the child's speech."",""2nd segment has child saying \""I don't know this word\"" \""I don't know the word\"""",""Run-on sentence has a blurred boundary due to child putting sentences together.""]}"
uid_ILoW3cdKuQPYK9GCBc6aoCHzooz2_sid_DgY2XxtkUEMBV3Z2dlwK_1742518688.wav	['Sam, a brave lad, met a fat bat.', 'The bat sat on a mat.', 'Sam had a plan.', 'He got a can.', 'The bat ran.', 'Sam was glad.', 'He had fun with the bat.', 'The end.']	"{""text"":[""This is not the first time the child reads these sentences and records them as the first version was not recorded (according to mom's audio at the beginning)"",""Some other children heard in background at moments""]}"
uid_ILoW3cdKuQPYK9GCBc6aoCHzooz2_sid_N9Uw9wBgsjOxXxR0vRwq_1742518512.wav	"['Matt the cat sat on a mat.', 'The mat was flat.', 'Pat the rat saw Matt.', 'Pat wanted the mat too.', '""Can I sit with you?"" asked Pat.', 'Matt said, ""Yes, Pat, sit on the mat!""', 'Pat sat next to Matt.', 'They were happy on the flat mat.', 'At the end of the day, Matt and Pat took a nap on the mat.']"	"{""text"":[""M: There's some unintelligible speech at the beginning (not part of the first sentence) that I was unsure whether or not I should include in my segmentation."",""M: I labeled Sentence 10 as a self-response, but the child says \""All done\"" and the parent says \""good job.\"" So it's technically both the child's response and the parent's response, but I segmented as one."",""M: Unsure how exactly to segment Sentence 9. The child reads off the first part of the sentence (\""At the end of the day, Matt...\"") but pauses saying that the computer turned off. The parent replies and turns it back on, but the child keeps reading the sentence from where they ended off at. I segmented this all as one sentence, but unsure if this should be broken up from the interruptions.""]}"
uid_ILoW3cdKuQPYK9GCBc6aoCHzooz2_sid_UGQfLcRY6hRwQEmiQvog_1742518884.wav	"['In a sunny glen, there lived a clever fox named Max.', 'Max loved to play tricks, but today he was on a mission.', 'He wanted to find a big box of socks.', 'Max trotted through the thick grass, sniffing for clues.', 'Suddenly, he spotted a path of rocks leading to a tall tree.', ""At the tree's base, he found a locked box."", 'Max used his sharp wit to unlock it, revealing a rainbow of socks inside.', 'Delighted, Max shared the socks with his friends, and they all danced with joy in the glen, wearing their colorful socks.']"	
uid_ILoW3cdKuQPYK9GCBc6aoCHzooz2_sid_y6woXp0G3BJE4ht8lFNi_1742518784.wav	['Once upon a time, there was a small, sweet bee named Bree.', 'Bree loved to fly around the big, green tree in the park.', 'One sunny day, Bree saw a seed fall from the tree.', 'She watched as the seed landed softly on the ground.', 'Bree decided to help the seed grow.', 'She buzzed and sprinkled water from a nearby stream.', 'Soon, a tiny sprout peeked up.', 'Bree was happy and danced with glee.', 'The sprout grew into a leafy tree, just like its mother.', 'Bree smiled, knowing she had helped make the park even more beautiful.']	
uid_IxbpyVeneRWBOVT8zPZO9dPynyX2_sid_HV05en4ImNW96o2lRmST_1741910757.wav	"['Max loved playing video games, especially the new one he got last week.', 'He sat on his comfy blue chair, ready to explore a digital world filled with challenges and fun.', 'Max\'s favorite game was called ""Fruit Quest,"" where players had to gather fruits and avoid sticky goo traps.', 'Every time Max collected a juicy fruit, the game would play a cheerful tune.', ""In the game, Max's character could fly through the air using a magical flute."", 'The music guided him past the goo monsters that chewed on anything they touched.', 'Max had mastered the art of dodging them using swift moves and a keen eye.', 'One day, as Max played, he discovered a hidden path.', 'It led to a glowing tree filled with rare blue berries that would boost his points.', 'He was thrilled!', 'Max shared his exciting discovery with his friends, and they all started playing together, helping each other find new paths and treasures.', ""Max's skills grew as the days went by, and so did his fun."", 'Video games were not just games; they were adventures waiting to unfold, with every level bringing something new.', 'Max knew he had found a hobby that would keep him entertained and thinking creatively.']"	
uid_IxbpyVeneRWBOVT8zPZO9dPynyX2_sid_TI7ZfqtWKKN5LypKQDPq_1742330731.wav	"['Jake liked to play football every day.', 'He ran fast down the field, his shoes kicking up dirt.', 'The team cheered, ""Go, Jake, go!"" as he caught the ball.', 'His friend, Pete, passed him the ball.', 'Jake aimed and kicked.', 'The ball flew high, landing in the goal.', '""Goal!"" shouted the team.', 'Jake smiled wide.', 'Coach said, ""I\'m proud of you, Jake!""', 'It was a great day.', 'Jake loved football and playing with his friends.', 'They all cheered and went to buy ice cream to celebrate their win.', 'It was a day Jake would always remember.']"	
uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_52iKz0qFxDVHZ4G3FKVF_1742428112.wav	"['Once upon a time, under the bright sun, a little puppy named Hunter was having fun.', 'Hunter loved to run and jump with his furry dog friends in the big backyard.', ""One sunny morning, Hunter's owner, Sam, threw an unbreakable ball for him to fetch."", 'Hunter ran so fast, it was almost unbelievable!', 'Sam cheered him on, yelling, ""Run, Hunter, run!""', 'Suddenly, something unexpected happened.', 'Hunter stumbled upon an unfamiliar object buried in the grass.', 'It was a hidden tunnel!', 'Sam, curious as ever, decided to uncover what lay beneath.', 'Together, Hunter and Sam dug until they found an old bone, long forgotten.', 'Feeling triumphant, Hunter and Sam returned home, their adventure now done.', 'As the sun set, Sam hugged Hunter, whispering, ""What an unforgettable day!""', 'Hunter wagged his tail, happy under the moon.', 'It had been a wonderful day, simply unbeatable.']"	"""to fetch"" repeated phrase."
uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_J3DTSl0s0xBwSzdlZEZW_1742137192.wav	"['Matt, Tim, and Ann found a sack.', '""What is in the sack?"" asks Matt.', 'Tim wanted to check.', 'He pulled out a map.', '""Look, a map!"" Tim said.', 'Ann jumped and clapped her hands.', 'Next, Matt pulled out a cap.', '""A yellow cap!"" he laughed.', 'Ann dug in and got a fan.', '""It is red,"" she grinned.', 'They sat in a circle and looked at the map.', '""The map will help us,"" said Tim.', '""Where will we go first?"" Ann asked.', 'Matt pointed to a spot.', '""Here, next to the big red oak,"" he said.', 'Then, they packed the sack and set off.', 'The sun was hot.', 'The cap kept Matt cool.', 'The fan kept Ann chilled.', 'Tim held the map tight.', 'They stopped at a pond.', 'The pond was cool.', 'They giggled as the frogs hopped.', 'By the end of the day, they were glad.', '""What a fun day,"" said Ann.', 'They walked back with smiles, ready to tell tales of their grand adventure.']"	"{""text"":[""First sentence was a conversation between child and parent"",""sentence segmentation error: \""Look, a map!\""[6] (split here) Tim said.[7]""]}"
uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_ZGyfpvSifoO6NlP49nfd_1742428323.wav	"['Ella the elephant loved to play by the river.', 'One day, she noticed something new.', '""I must rethink my path,"" she said as she spotted a plant bloom.', 'Ella decided to preplan her visits to see the flowers each day.', 'Her friend, the rabbit, remarked, ""We can revisit this place often!""', 'They agreed.', 'Suddenly, Ella saw a turtle move slowly.', '""Let\'s retrace our steps quietly,"" Ella whispered.', 'They returned to the riverbank, happy with their adventure.', 'Ella learned the joy of nature and promised to prearrange more outings with her friends.']"	
uid_M3RVTGHWrAMCChSiCDrpejluqjQ2_sid_sfqObzhvO3itXnX1XMIO_1743016882.wav	"[""Once upon a time, in a small town, there was a child named Sam who loved McDonald's."", 'One day, Sam discovered a discount coupon while cleaning his room.', 'Excited, he decided to use it and invited his friend Dan to join him.', ""At McDonald's, Sam and Dan discussed the menu for a long time."", 'They both decided to order a delicious burger and crispy fries.', 'As they waited, they talked about their school and the fun they had during recess.', 'Soon, their order was ready, and they relished every bite, enjoying the delightful taste.', 'After their meal, they laughed and played in the playground beside the restaurant.', 'The day was filled with joy and laughter.', 'As the sun began to set, it was time to head home.', 'They waved goodbye to the friendly staff, promising to return soon.', ""Their day at McDonald's was unforgettable, full of discovery and delight.""]"	"{""text"":[""Lots of background noise of tv in sentences: The day was filled with joy and laughter.[0]  (and also) As the sun began to set, it was time to head home.[q]"",""Background tv noise is very loud in multiple sentences towards the end but does not disrupt the child at all"",""audio seems to have gotten cut off in the end""]}"
uid_MxRr8Ht6WZT2EokHSRsT2U2Pq3h1_sid_2QdszNsHLvc54XK7PI9w_1742333475.wav	['Once upon a time, Mario found a green tree in the park.', 'He peeked in and saw three bees buzzing with glee.', 'Mario loved the bees and wanted to help.', 'He decided to plant more trees to keep them happy.', 'By the end of the day, Mario had planted seven seeds, and the bees danced around him in delight.', 'Mario felt very pleased as the sun set on a job well done.']	"M: Some parent intervention in Sentence 5 (""By the end of the day, Mario had planted seven seeds, and the bees danced around him in delight"")."
uid_MxRr8Ht6WZT2EokHSRsT2U2Pq3h1_sid_HcDQBddR4fT9k3NScyyn_1742333249.wav	"['Ray and Jay were two young Pokemon trainers.', 'One sunny day, they set out on a grand trail to find the legendary Pokemon.', 'Along the way, they faced many challenges, but their friendship never swayed.', 'They stayed brave, beat the challenges, and finally found the Pokemon at the bay.', 'With joy, they named this adventure ""The Pokemon Day.""']"	"{""text"":[""Sentence 2: \""one sun..\"" repeated phrase."",""\""but their\"" repeated phrase sentence 3.""]}"
uid_MxRr8Ht6WZT2EokHSRsT2U2Pq3h1_sid_jUC7H1HUw8hsjGkRF70W_1742333796.wav	['One sunny day, Noah built a large Lego boat.', 'He wanted to show how it could float and glow under the sun.', 'As he put on each block, the boat began to grow tall.', 'After hours of effort, the Lego boat was rowed by a toy soldier.', 'It soared across the tiny pond, making Noah overflow with joy.', 'At sunset, Noah took his boat home, excited for more adventures tomorrow.']	Adult assisting child (Sentence 4+5+6)
uid_Om0JhZ6RmTNQ5wDLPHKIC3LtY4g2_sid_4SyoJ5neD3pBMkPc5e6V_1741219404.wav	['Kitty was eager for her play date.', 'She wore a bright red scarf and went out to the park.', 'Kitty saw her friend, Mark, who brought his toy car.', 'They played in the sandbox, making castles and pretending to be pirates searching for treasure.', 'As the sun began to set, Kitty and Mark waved goodbye to the park.', 'They promised to meet again for more adventures and fun.', 'Kitty felt happy as she walked home, her scarf trailing behind like a shooting star.']	
uid_Om0JhZ6RmTNQ5wDLPHKIC3LtY4g2_sid_50YLxFXG6ZlS1xBYeDyY_1741219844.wav	"['In the vibrant forest, there was a Pokemon named Charmer.', 'Charmer, a joyful creature, had the best time under the sun.', 'Every morning, Charmer gathered with her Pokemon pals near the river.', 'They would chatter and play, forgetting the world around them.', 'One fine day, they decided to have a game.', 'Charmer suggested a race.', '""Together, we\'ll see who\'s faster!"" she said with a playful grin.', 'Off they went, running over the soft earth, their laughter echoing.', 'As the day ended, Charmer sat by the water, under the silver moonlight.', '""There\'s no better feeling,"" she thought, ""than fun with friends.""', 'The Pokemon then rested, dreaming of the joy to come tomorrow.']"	
uid_Om0JhZ6RmTNQ5wDLPHKIC3LtY4g2_sid_L2IC15PYaEpzxUA1VByp_1741392791.wav	['In the soft light of dawn, cats named Curly, Burt, and their sister, Purly, gathered on a sunny patch of carpet.', 'Each cat had a special spot, where sunbeams curved and turned gently.', 'Burt purred with a crisp, joyful murmur.', 'Curly, always eager for a little surprise, jumbled onto his back with a twirl, basking in warmth.', 'Sweet Purly enjoyed stirring only when she heard the chirp of bright birds outside.', 'As the sun slid away and afternoon shadows crept in, the playful trio began to stir less and curl into cozy naps.', 'Curly flipped once more, Burt gave a satisfied stretch, and Purly tucked her paws perfectly under her chin.', 'They drifted to dreamland without a care, holding onto the warmth inside, as their gentle purrs filled the room.']	
uid_Om0JhZ6RmTNQ5wDLPHKIC3LtY4g2_sid_Lihsn8Z5KIcriQ30GHYW_1742166957.wav	['Once upon a time, I met an otter in a park.', 'The otter was charming and smart.', 'It had a little hat and a small cart filled with jars.', 'We sat together on a bench, gazing at the bright stars in the dark sky.', 'The otter opened a jar and gave me a tart.', 'It was so sweet, it warmed my heart.', 'As the night grew colder, the otter and I parted with a promise to meet again at the park.', 'My new friend waved from afar, its tiny hat tilted just right.']	"{""text"":[""M: The microphone moves\/is messed with in Sentence 3 (\""It had a little hat and a small cart filled with jars.\"") and part of the audio is distorted"",""M: Audio cuts off a little prematurely, cutting off part of the word \""right\"" in Sentence 8. (\""My new friend waved...\"")""]}"
uid_Om0JhZ6RmTNQ5wDLPHKIC3LtY4g2_sid_QXSYu5jPGMB2qQOBJrNd_1742167368.wav	"['Gabi was in her backyard when a bright light turned the evening sky purple.', 'She stared in wonder as a small spaceship landed on the grass.', 'Out popped an alien with a big grin and a shiny silver suit.', '""Your world is warm and wonderful!"" chirped the alien.', 'Gabi giggled and offered her new friend some fruit from her basket.', 'The alien tasted an orange and twirled with delight, shouting, ""This is superb!""', 'They played until the moon rose, teaching each other their words.', '""Fern,"" Gabi said, pointing to a plant.', '""Turn,"" echoed the alien, spinning around.', 'As the night grew colder, the alien waved goodbye and flew back into the night sky.', 'Gabi watched the spaceship turn into a twinkling star, grateful for her joyful, out-of-this-world friend.']"	"M: I think the audio ends prematurely, cutting off the word ""friend"" from Sentence 11 (""Gabi watched the spaceship turn into a twinkling star, grateful for her joyful, out-of-this-world friend."")"
uid_Om0JhZ6RmTNQ5wDLPHKIC3LtY4g2_sid_TWfFvKRseCHS844V1CEb_1741737067.wav	"['In the heart of the school, Tara the kind nurse sat at her desk.', 'She wore a smart, bright scarf and always had her cart filled with care kits.', 'One day, Jake, who liked to draw stars, barged in with a jar dropped on his arm.', ""It wasn't hard, but Tara was there with her charm."", '""Don\'t worry, Jake, it\'s just a little scar,"" she said, patting his arm gently with a pad.', 'She bandaged it fast and gave him a smile that could light up the dark.', '""Thanks, Tara!"" Jake beamed like a star as he darted back to class.', 'Tara waved, knowing she did her part.', 'Another happy child, and just another day for the charming school nurse.']"	"{""text"":[""sentence segmentation error, not split: It wasn’t hard, but Tara was there with her charm. “Don’t worry, Jake, it’s just a little scar,” she said, patting his arm gently with a pad.[5]"",""Sentence segmentation error, not split: She bandaged it fast and gave him a smile that could light up the dark. “Thanks, Tara!” Jake beamed like a star as he darted back to class.[6]""]}"
uid_Om0JhZ6RmTNQ5wDLPHKIC3LtY4g2_sid_U7uX4X90MbmmVfoqou8L_1741560506.wav	"['Once upon a time, in a faraway land, there was a park where kitties played under a magical rainbow.', 'The kitties liked to explore and adore the bright, colorful arc above them.', 'Every morning, they would form a circle and start their day, chasing each other across the soft grass.', 'One day, a little orange kitty named Ore wanted to reach the rainbow.', 'He asked his kitty friends, ""Can we climb into the sky and touch the colors?""', 'The kitties agreed and began to build a tower of their furry bodies.', 'The kitties climbed higher and higher, nearly reaching the golden arch, but alas, it was too far for their little paws.', 'They laughed and tumbled back down to the ground, knowing the rainbow would always be there for them to admire.', 'In the end, Ore and his friends realized that being together and sharing joy was the real treasure.']"	
uid_Om0JhZ6RmTNQ5wDLPHKIC3LtY4g2_sid_VW4MwvpLsjcqtkSo8JGT_1742946057.wav	"['Oona and her mom went to the shore to explore for a bit more.', 'They saw a big storm forming, and the roar of thunder began to soar.', 'Oona found a starfish on the floor.', ""Before the storm grew more, they ran to mom's car to head home."", 'Once indoors, Oona shared her adventure with a warm smile.', 'Her joy made the day a treasured core.']"	M: A lot of gasping for air after each word is read
uid_Om0JhZ6RmTNQ5wDLPHKIC3LtY4g2_sid_aCJo0aI2m5MC75L1PWsr_1741393040.wav	"['Kitty lay in her cozy bed, gazing out the window at the stars.', 'Her dreams took her far away, to a land where cats lived in castles made of gold.', 'In this magical place, Kitty could soar over fields of corn and explore secret shores.', 'Day and night were just a part of her grand adventure.', 'She met a wise old cat who shared tales of ancient lore by a warm campfire.', ""As the sun began to rise, Kitty's dreams faded, and she awoke with a purr, ready for her day, heart full of joy from her nighttime journey.""]"	
uid_Om0JhZ6RmTNQ5wDLPHKIC3LtY4g2_sid_p6XNcnqG8pfuIOhP5p97_1742244670.wav	"['Lachlan was excited for his first day at Lemon Bay High School.', 'He wore a bright shirt and a red cap, feeling sure his day would be fun.', 'As he entered the hallway, he heard a murmur of voices and the sound of lockers clicking shut.', 'It made him feel a bit uncertain.', 'In first period, his teacher, Mr. Burke, introduced him to the class.', 'His smile made Lachlan feel welcome.', 'During lunch, Lachlan sat under a large birch tree.', 'A girl named Kelly turned to him and said, ""Hi, come join us for lunch!""', 'After school, Lachlan walked out with new pals, feeling the warmth of the sun.', 'He grinned, thinking about how good it felt to make friends.', 'That night, as the stars twinkled above, Lachlan whispered, ""Tomorrow will surely be another great day!""']"	
uid_OtcDpDEzSOUb5LMT2xljtrgVWe22_sid_HeUigmOHE5Y2QQbSc5dR_1741650006.wav	['Max and Sam have a cat named Zap.', 'Zap is a fast cat.', 'She likes to nap in the warm sun.', 'One day, Zap met a big rat.', 'Zap and the rat ran on the mat.', 'They had fun but then got tired.', 'Zap sat with the rat, and they had a nice nap under the sun.']	"{""text"":[""M: The child asks (separately from the reading of the intended sentence) what the next word is (labelled as self-response). "",""M: Almost every word in this audio is sounded-out by the child with long pauses in between""]}"
uid_R1EwS77TeuNWizrTF57TXCX3ufd2_sid_B089U2ffcOfQjtBInn6U_1742992355.wav	"['Brad the frog leaps to the pond.', 'He spots a flat rock and hops on it.', 'Pop!', 'A bug lands.', 'Brad is glad and licks it up quick.', 'Then, he spots a small duck who quacks and flaps.', 'Brad and the duck chat and laugh.', 'At last, the sun sets, casting red on the pond.', 'Brad says, ""Goodnight!"" and jumps off, leaving ripples behind.']"	"{""text"":[""M: Parent intervenes in several sentences and interrupts, telling the child to speak louder."",""M: Unsure, but the child makes a noise of uncertainty (\/m\/) before Sentence 5 (\""Brad is glad...\""). Segmented it as part of Sentence 5, unsure if it should be included or not. "",""M: A full sentence of parent intervention occurs in Sentence 7 (\""Brad and the duck chat and laugh.\"") but the sentences does not restart and continues from where the interruption occurred "",""M: Frequent parent intervention in Sentence 8 (\""At last, the sun sets, casting red on the pond\"")"",""M: Very frequent parent intervention in sentence 9 (\""Brad says, \""Goodnight!\"" and jumps off, leaving ripples behind\"") that is slightly disruptive. Also, the microphone falls during this sentence, disrupting the audio slightly.""]}"
uid_RMEYcjWuQJRINI73hdlEKDjPREw2_sid_1VgvJXZB45xk11mYvRbT_1741133876.wav	"['Dan had a plan.', 'He saw a map and ran to the tan hut.', 'At the hut, a cat sat on a mat.', 'Dan gave the cat a pat.', 'The cat wagged its tail.', 'Dan took a nap under the big tree where the cool breeze made him feel free.', ""Morn came, and Dan headed back with a happy heart, glad for the day and the friend's start.""]"	"M: On a second listen of this audio after a while, I'm a little suspicious of some parts of it (maybe wrongly so haha). It sounds like someone is whispering some of the words to the child. I was thinking it's the child whispering most of them, but sometimes the whispers almost sound like they're coming from a parent. In the utterance ""the cat wagged its tail,"" the child says 'what?' after a whisper (And I'm wondering if they're replying to something whispered to them haha)"
uid_RMEYcjWuQJRINI73hdlEKDjPREw2_sid_dpvscQzXHmVYLvi0LDkc_1741134211.wav	"['Max the PupDog, Pam the cat, and a unicorn ran to mom.', ' Max had a red cap and a flag. ', '""Can I tag along?"" said Max. ', 'Mom had a big bag. ', 'Pam the cat sat in it. ', '""Jump in!"" mom said. ', 'The sun cast fun rays as they sped to the hill. ', 'Max, Pam, and the unicorn had a blast! ', 'As the day set, they rest under the stars. ', 'What a happy tag!']"	Audio is an incomplete sentence (the first sentence from the story) and is only 7 seconds long. Seems like the audio was cut off prematurely.
uid_Sn3Nw7A3OmOkiMXEFjEyRusLuuo2_sid_1wzrLwplXHDGocpfUMAY_1741737570.wav	"['Melia had a cute dog.', 'His name was Ace.', ""Mr. Ryan gave Melia a cake to celebrate Ace's birthday."", 'Melia and Ace played outside all afternoon.', 'They raced and had fun.', ""As the sun set, Ace lay by Melia's side, happy and tired.""]"	"{""text"":[""M: Sentence 5: the child encourages the child by saying \""mhmm\"" after the child reads a difficult word."",""M: Sentence 6: very long pause after \""they\"" in \""they raced and had fun.\"""",""M: Sentence 7 has very long pauses between several, if not most, words.""]}"
uid_Sn3Nw7A3OmOkiMXEFjEyRusLuuo2_sid_46QiUAG6knWxFU9G9zSe_1741823579.wav	"['Ben the cat and Ted the dog sat on a mat.', 'Ben had a ham sandwich.', '""Let me help!"" said Ted.', 'Ben let Ted have a bit and said, ""You are the best pal!""', 'They both wagged and wagged, full and glad.']"	
uid_Sn3Nw7A3OmOkiMXEFjEyRusLuuo2_sid_DJH2z7TGCjAyWs5LLu47_1741223656.wav	"['Once, Po and Hughie had cats.', 'Po got the cats on a scooter.', 'Hughie does gymnastics.', 'They had fun with video games.', 'One cat sat on the rug, and the other in the sun.', 'They dug in the tub and saw bugs.', '""No bugs,"" Po said.', 'Cats must not hug bugs!', '""Let\'s swim,"" Hughie said.', 'The cats and boys jumped up and swam.', 'The end.']"	"{""text"":[""M: The child pauses in sentence 10 (\""The cats and boys...\"") to ask the parent if they know the word and the parent replies. However, the sentence is read as normal afterwards."",""M: Lots of long pauses in the audio between words (constantly, feels disruptive). Many words are also mumbled and unintelligible, but this is not that disruptive.""]}"
uid_Sn3Nw7A3OmOkiMXEFjEyRusLuuo2_sid_OSrqQaYImDBlvo8DWKij_1741823054.wav	"['Aunt Sue and Shea took Patch, the dog, to a fun catch contest.', 'At the park, Patch saw a big patch of green.', 'With a quick fetch, he snatched the ball.', 'Shea laughed and gave Patch a scratch on his back.', 'Aunt Sue cheered, ""Great catch, Patch!""', 'They ended the day with a treat, a yummy batch of cookies.', 'Shea smiled, ""Patch, you\'re the best fetcher!""']"	"{""text"":[""parental aid in every single sentence, except the last one"",""sentence segmentation error, sentences not split correctly: Aunt Sue cheered, “Great catch, Patch!” They ended the day with a treat, a yummy batch of cookies.[6] ""]}"
uid_Sn3Nw7A3OmOkiMXEFjEyRusLuuo2_sid_caRe3xv2JyxYcZYLHwBs_1741736883.wav	"['Caroline put on her swim cap and went to the pool.', 'Her two cats, Max and Bella, watched from the deck.', 'Caroline did a big splash with a jump.', 'The cats wished they could swim too.', 'Caroline laughed, ""Cats in the pool? That\'d be cool!""', 'Max and Bella napped in the sun, dreaming of big fish.', ""Caroline swam fast, finishing her swim as the sun set, still giggling at her cats' antics.""]"	"{""text"":[""Some irregular sounds between words (Sentence 2+4)"",""Sentence segmentation error. \""Caroline laughed, 'Cats in the pool?\"" and \""That'd be cool!''\"" should be a single sentence (i.e., \""Caroline laughed, 'Cats in the pool? That'd be cool!'\"")""]}"
uid_Sn3Nw7A3OmOkiMXEFjEyRusLuuo2_sid_eOMbjMl5depUgqb4lRbh_1743021158.wav	"['Ariel and her pals, Sebastian and Flounder, were on an adventure.', 'They found a cave and explored with glee.', '""Look, a bright gem!"" said Ariel.', 'They gave it a closer glance and felt it shine with magic.', 'It lit the cave and showed a path home.', '""Amazing!"" they cheered.', 'Together, they made their way back, happy for the fun and wonder they shared.']"	
uid_Sn3Nw7A3OmOkiMXEFjEyRusLuuo2_sid_jahJbC5m3GbG4KxKlns6_1743021753.wav	['Once upon a time, Rapunzel and Pascal played in a vast green field.', 'They made a kite glide high in the sky.', 'Laughing, they took turns flying it.', 'Suddenly, the kite snagged on a tree.', 'Pascal climbed up and set it free.', 'They watched it sail back to them, feeling joy and relief.', 'As the sun began to set, they headed home, ready for new adventures tomorrow.']	"{""text"":[""Sen. 6 skipped the word relief at the end, I didn't just cut him off."",""There are a lot of pauses in a lot of the sentences and between sentences as well"",""He's a bit sniffly so the audio is peaking at times. I don't think it gets in the way of understanding too much though. just a note.""]}"
uid_THJAu4lbjHRa32ysgvSU3Etlb0d2_sid_QP6RR2aVPvPDSrDB99cc_1743032180.wav	['A big red dragon was sad.', 'It sat on a log.', 'Then a man came.', 'He had a bag of fun.', 'The dragon felt glad and wagged its tail.', 'The dragon and the man had jam.', 'The dragon was happy at last.']	Lots of microphone tapping and distortion throughout the audio
